question_number,arabic,english,answer,relevancy,surah_number,ayah_start,ayah_end,quran_passage_arabic,quran_passage_english
407,هل ذكر القرآن أن التوراة تم تحريفها؟,Does the Qur’an state the Torah was altered?,5:41-43,1,5,41,43,يا أيها الرسول لا يحزنك الذين يسارعون في الكفر من الذين قالوا آمنا بأفواههم ولم تؤمن قلوبهم ومن الذين هادوا سماعون للكذب سماعون لقوم آخرين لم يأتوك يحرفون الكلم من بعد مواضعه يقولون إن أوتيتم هذا فخذوه وإن لم تؤتوه فاحذروا ومن يرد الله فتنته فلن تملك له من الله شيئا أولئك الذين لم يرد الله أن يطهر قلوبهم لهم في الدنيا خزي ولهم في الآخرة عذاب عظيم. سماعون للكذب أكالون للسحت فإن جاءوك فاحكم بينهم أو أعرض عنهم وإن تعرض عنهم فلن يضروك شيئا وإن حكمت فاحكم بينهم بالقسط إن الله يحب المقسطين. وكيف يحكمونك وعندهم التوراة فيها حكم الله ثم يتولون من بعد ذلك وما أولئك بالمؤمنين.,"O Messenger, do not grieve for those who rush to disbelief – those who say with their mouths, “We believe”, but their hearts have no faith, nor those Jews who eagerly listen to falsehood and to those who have not yet come to you[36]. They distort the words [of Allah] out of their context saying, “If you are given this [ruling] accept it[37], but if you are not given, then beware[38].” Whoever Allah wills to be misguided[39], there is nothing you can do to avail him against Allah. They are those whose hearts Allah did not will to purify. For them there is disgrace in this world, and in the Hereafter they will suffer a great punishment. . They eagerly listen to lies and consume unlawful gains. If they come to you [O Prophet], either judge between them or turn away from them. If you turn away from them, they cannot harm you in the least. But if you judge, then judge between them with justice, for Allah loves those who are just. . But how is it that they seek your judgment when they have the Torah which contains Allah’s judgment, and they still turn away? Such people are not believers."
407,هل ذكر القرآن أن التوراة تم تحريفها؟,Does the Qur’an state the Torah was altered?,6:91-92,1,6,91,92,وما قدروا الله حق قدره إذ قالوا ما أنزل الله على بشر من شيء قل من أنزل الكتاب الذي جاء به موسى نورا وهدى للناس تجعلونه قراطيس تبدونها وتخفون كثيرا وعلمتم ما لم تعلموا أنتم ولا آباؤكم قل الله ثم ذرهم في خوضهم يلعبون. وهذا كتاب أنزلناه مبارك مصدق الذي بين يديه ولتنذر أم القرى ومن حولها والذين يؤمنون بالآخرة يؤمنون به وهم على صلاتهم يحافظون.,"They did not revere Allah His true reverence when they said, “Allah has sent down nothing to human beings.” Say [O Prophet], “Who then sent down the Scripture that Moses brought as a light and guidance for people, but you make it into separate sheets – revealing some and concealing much, although you have been taught [this Qur’an] which neither you nor your forefathers knew?” Say, “Allah [sent it down].” Then leave them to amuse themselves in their falsehood. . This is a blessed Book which We have sent down – confirming what came before it, so that you will warn the Mother of Cities [i.e., Makkah] and all those around it[26]. Those who believe in the Hereafter believe in it and are mindful of their prayers."
407,هل ذكر القرآن أن التوراة تم تحريفها؟,Does the Qur’an state the Torah was altered?,9:30-31,1,9,30,31,وقالت اليهود عزير ابن الله وقالت النصارى المسيح ابن الله ذلك قولهم بأفواههم يضاهئون قول الذين كفروا من قبل قاتلهم الله أنى يؤفكون. اتخذوا أحبارهم ورهبانهم أربابا من دون الله والمسيح ابن مريم وما أمروا إلا ليعبدوا إلها واحدا لا إله إلا هو سبحانه عما يشركون.,"The Jews say, “Ezra[26] is the son of Allah,” and the Christians say, “The Messiah is the son of Allah[27].” These are mere words that they utter, imitating the words of the disbelievers before them[28]. May Allah ruin them; how can they be deluded? . They have taken their rabbis and monks as lords[29] besides Allah, as well as the Messiah, son of Mary, even though they were commanded to worship only One God; none has the right to be worshiped except Him, glorified is He far above what they associate with Him[30]."
408,ما حكم من يرتد عن دين الإسلام؟,What is the ruling on apostasy from Islam?,2:216-218,1,2,216,218,كتب عليكم القتال وهو كره لكم وعسى أن تكرهوا شيئا وهو خير لكم وعسى أن تحبوا شيئا وهو شر لكم والله يعلم وأنتم لا تعلمون. يسألونك عن الشهر الحرام قتال فيه قل قتال فيه كبير وصد عن سبيل الله وكفر به والمسجد الحرام وإخراج أهله منه أكبر عند الله والفتنة أكبر من القتل ولا يزالون يقاتلونكم حتى يردوكم عن دينكم إن استطاعوا ومن يرتدد منكم عن دينه فيمت وهو كافر فأولئك حبطت أعمالهم في الدنيا والآخرة وأولئك أصحاب النار هم فيها خالدون. إن الذين آمنوا والذين هاجروا وجاهدوا في سبيل الله أولئك يرجون رحمت الله والله غفور رحيم.,"Fighting has been enjoined upon you, even though you dislike it. But it maybe that you dislike something which is good for you, and you like something which is bad for you. Allah knows and you do not know. . They ask you about fighting in the Sacred Months[111]. Say, “Fighting therein is a great sin, but preventing people from the path of Allah, disbelieving in Him, preventing from the Sacred Mosque, and expelling its people from it is a greater sin with Allah, and persecution is far worse than fighting[112].” They will not cease fighting you until they turn you away from your faith if they can. And if anyone among you renounces his faith and dies as a disbeliever, their deeds will be void in this life and in the Hereafter. They are the people of the Fire; they will abide therein forever. . Those who believed, migrated, and fought for the sake of Allah – it is they who hope for Allah’s mercy, and Allah is All-Forgiving, Most Merciful."
408,ما حكم من يرتد عن دين الإسلام؟,What is the ruling on apostasy from Islam?,3:84-85,1,3,84,85,قل آمنا بالله وما أنزل علينا وما أنزل على إبراهيم وإسماعيل وإسحاق ويعقوب والأسباط وما أوتي موسى وعيسى والنبيون من ربهم لا نفرق بين أحد منهم ونحن له مسلمون. ومن يبتغ غير الإسلام دينا فلن يقبل منه وهو في الآخرة من الخاسرين.,"Say, “We believe in Allah and what has been sent down to us and what was sent down to Abraham, Ishmael, Isaac, Jacob, and his descendants, and what was given to Moses, Jesus, and other prophets from their Lord; we make no distinction between any of them, and to Him we submit.” . Anyone who seeks a religion other than Islam, never will it be accepted from him; and in the Hereafter he will be among the losers."
408,ما حكم من يرتد عن دين الإسلام؟,What is the ruling on apostasy from Islam?,3:86-91,1,3,86,91,كيف يهدي الله قوما كفروا بعد إيمانهم وشهدوا أن الرسول حق وجاءهم البينات والله لا يهدي القوم الظالمين. أولئك جزاؤهم أن عليهم لعنة الله والملائكة والناس أجمعين. خالدين فيها لا يخفف عنهم العذاب ولا هم ينظرون. إلا الذين تابوا من بعد ذلك وأصلحوا فإن الله غفور رحيم. إن الذين كفروا بعد إيمانهم ثم ازدادوا كفرا لن تقبل توبتهم وأولئك هم الضالون. إن الذين كفروا وماتوا وهم كفار فلن يقبل من أحدهم ملء الأرض ذهبا ولو افتدى به أولئك لهم عذاب أليم وما لهم من ناصرين.,"How would Allah guide a people who disbelieved after having believed and testified that the Messenger was true, and the clear signs had come to them? For Allah does not guide the wrongdoing people. . The punishment of such people is that they are cursed by Allah, the angels, and all mankind. . They will abide therein forever. Their punishment will neither be lightened, nor will they be given respite, . except those who repent after that and mend their ways[38], for Allah is All-Forgiving, Most Merciful. . But those who disbelieve after having believed then increase in disbelief, never will their repentance be accepted; it is they who have gone astray. . Those who disbelieve and die as disbelievers, even an earth full of gold will never be accepted from any of them, if offered as ransom[39]. For such people there will be a painful punishment, and they will have no helpers."
408,ما حكم من يرتد عن دين الإسلام؟,What is the ruling on apostasy from Islam?,9:73-74,1,9,73,74,يا أيها النبي جاهد الكفار والمنافقين واغلظ عليهم ومأواهم جهنم وبئس المصير. يحلفون بالله ما قالوا ولقد قالوا كلمة الكفر وكفروا بعد إسلامهم وهموا بما لم ينالوا وما نقموا إلا أن أغناهم الله ورسوله من فضله فإن يتوبوا يك خيرا لهم وإن يتولوا يعذبهم الله عذابا أليما في الدنيا والآخرة وما لهم في الأرض من ولي ولا نصير.,"O Prophet, strive against the disbelievers and the hypocrites, and be harsh with them. Their abode is Hell. What a terrible destination! . They swear by Allah that they said nothing [blasphemous], while they indeed uttered a word of blasphemy[61], and disbelieved after accepting Islam, and plotted what they could not achieve[62]. They are spiteful [against believers] for no reason except that Allah and His Messenger have enriched them out of His bounty. If they repent, it will be better for them, but if they turn away, Allah will chastise them with a painful punishment in this world and in the Hereafter, and they will have on earth no protector or helper."
408,ما حكم من يرتد عن دين الإسلام؟,What is the ruling on apostasy from Islam?,47:25-29,1,47,25,29,إن الذين ارتدوا على أدبارهم من بعد ما تبين لهم الهدى الشيطان سول لهم وأملى لهم. ذلك بأنهم قالوا للذين كرهوا ما نزل الله سنطيعكم في بعض الأمر والله يعلم إسرارهم. فكيف إذا توفتهم الملائكة يضربون وجوههم وأدبارهم. ذلك بأنهم اتبعوا ما أسخط الله وكرهوا رضوانه فأحبط أعمالهم. أم حسب الذين في قلوبهم مرض أن لن يخرج الله أضغانهم.,"Indeed, those who turn back [to disbelief] after guidance had become clear to them, it is Satan who has tempted them and deceived them with false hopes of a long life. . That is because they say to those[19] who hate what Allah has sent down, “We will obey you in some matters[20].” But Allah knows their secret schemes. . How will they feel when the angels take their souls, striking their faces and their backs? . That is because they follow what incurs Allah’s wrath and they hate what pleases Him, so He will render their deeds worthless. . Do those in whose hearts is sickness think that Allah will never expose their malice?"
409,هل تحدثت الحيوانات في القرآن؟,Did animals speak in the Qur’an?,24:41-45,1,24,41,45,ألم تر أن الله يسبح له من في السماوات والأرض والطير صافات كل قد علم صلاته وتسبيحه والله عليم بما يفعلون. ولله ملك السماوات والأرض وإلى الله المصير. ألم تر أن الله يزجي سحابا ثم يؤلف بينه ثم يجعله ركاما فترى الودق يخرج من خلاله وينزل من السماء من جبال فيها من برد فيصيب به من يشاء ويصرفه عن من يشاء يكاد سنا برقه يذهب بالأبصار. يقلب الله الليل والنهار إن في ذلك لعبرة لأولي الأبصار. والله خلق كل دابة من ماء فمنهم من يمشي على بطنه ومنهم من يمشي على رجلين ومنهم من يمشي على أربع يخلق الله ما يشاء إن الله على كل شيء قدير.,"Do you not see that all those who are in the heavens and earth glorify Allah, as do the birds with wings outspread? Each knows its [way of] praying and glorification. And Allah is All-Knowing of what they do. . To Allah belongs the dominion of the heavens and earth, and to Allah is the final return. . Do you not see that Allah drives the clouds, then gathers them together, then turns them into a heap, and then you see raindrops coming out from their midst? He sends down hail from mountains [of clouds] in the sky, raining it down upon whoever He wills and turning it away from whoever He wills. The flash of its lightning almost takes away eyesight. . Allah alternates the night and day. Indeed, there is a lesson in this for people of insight. . Allah created every living creature from water. Some of them move on their bellies, and some walk on two legs and some walk on four. Allah creates what He wills. Allah is the Most Capable of all things."
409,هل تحدثت الحيوانات في القرآن؟,Did animals speak in the Qur’an?,27:15-19,1,27,15,19,ولقد آتينا داوود وسليمان علما وقالا الحمد لله الذي فضلنا على كثير من عباده المؤمنين. وورث سليمان داوود وقال يا أيها الناس علمنا منطق الطير وأوتينا من كل شيء إن هذا لهو الفضل المبين. وحشر لسليمان جنوده من الجن والإنس والطير فهم يوزعون. حتى إذا أتوا على واد النمل قالت نملة يا أيها النمل ادخلوا مساكنكم لا يحطمنكم سليمان وجنوده وهم لا يشعرون. فتبسم ضاحكا من قولها وقال رب أوزعني أن أشكر نعمتك التي أنعمت علي وعلى والدي وأن أعمل صالحا ترضاه وأدخلني برحمتك في عبادك الصالحين.,"We gave David and Solomon knowledge, and they said, “All praise be to Allah, Who has favored us[5] over many of His believing slaves.” . Solomon succeeded David, and said, “O people, we have been taught the speech of birds, and we have been given from all things. This is indeed a clear favor.” . Solomon’s armies of jinn, men and birds were assembled before him, marching in organized ranks, . until when they reached a valley of ants, an ant said, “O ants, get into your dwellings, so Solomon and his armies do not crush you unknowingly.” . So he smiled in amusement at its words and said, “My Lord, inspire me to be grateful for Your favor which You have bestowed upon me and my parents, and to do righteous deeds that please you. And admit me, by Your mercy, among Your righteous slaves.”"
409,هل تحدثت الحيوانات في القرآن؟,Did animals speak in the Qur’an?,27:20-28,1,27,20,28,وتفقد الطير فقال ما لي لا أرى الهدهد أم كان من الغائبين. لأعذبنه عذابا شديدا أو لأذبحنه أو ليأتيني بسلطان مبين. فمكث غير بعيد فقال أحطت بما لم تحط به وجئتك من سبإ بنبإ يقين. إني وجدت امرأة تملكهم وأوتيت من كل شيء ولها عرش عظيم. وجدتها وقومها يسجدون للشمس من دون الله وزين لهم الشيطان أعمالهم فصدهم عن السبيل فهم لا يهتدون. ألا يسجدوا لله الذي يخرج الخبء في السماوات والأرض ويعلم ما تخفون وما تعلنون. الله لا إله إلا هو رب العرش العظيم. قال سننظر أصدقت أم كنت من الكاذبين. اذهب بكتابي هذا فألقه إليهم ثم تول عنهم فانظر ماذا يرجعون.,"Once he checked the birds, and said, “Why is it that I do not see the hoopoe – or is he among the absent? . I will surely punish him severely, or slaughter him, unless he brings me a valid reason.” . It was not long before the hoopoe came and said, “I have learned something that you do not know; I come to you from Sheba with sure news. . I found a woman[6] ruling over them, who has been given of all things, and she has a great throne. . I found her and her people prostrating before the sun instead of Allah. Satan has made their deeds appealing to them and turned them away from the right way, so they are not guided. . so that they do not prostrate before Allah Who brings forth what is hidden in the heavens and earth, and Who knows all that you conceal and all that you reveal. . Allah; none has the right to be worshiped except Him, the Lord of the Mighty Throne.” . Solomon said, “We will see whether you have told the truth or you are one of the liars. . Take this letter of mine and deliver it to them, then withdraw and see how they respond.”"
409,هل تحدثت الحيوانات في القرآن؟,Did animals speak in the Qur’an?,27:82-88,1,27,82,88,وإذا وقع القول عليهم أخرجنا لهم دابة من الأرض تكلمهم أن الناس كانوا بآياتنا لا يوقنون. ويوم نحشر من كل أمة فوجا ممن يكذب بآياتنا فهم يوزعون. حتى إذا جاءوا قال أكذبتم بآياتي ولم تحيطوا بها علما أماذا كنتم تعملون. ووقع القول عليهم بما ظلموا فهم لا ينطقون. ألم يروا أنا جعلنا الليل ليسكنوا فيه والنهار مبصرا إن في ذلك لآيات لقوم يؤمنون. ويوم ينفخ في الصور ففزع من في السماوات ومن في الأرض إلا من شاء الله وكل أتوه داخرين. وترى الجبال تحسبها جامدة وهي تمر مر السحاب صنع الله الذي أتقن كل شيء إنه خبير بما تفعلون.,"When the decree [of the Hour] comes to pass against them, We will bring forth to them a beast[27] out of the earth that will tell them that the people had no faith in Our verses. . And [beware of] the Day when We will gather from every nation a group of those who used to reject Our verses, and they will be driven in ranks. . When they finally come, He will say, “Did you reject My verses without even comprehending them, or what exactly were you doing? . The decree [of punishment] will befall them because of their wrongdoing, leaving them speechless. . Do they not see that We made the night for them to rest in, and made the day bright? Indeed, there are signs in this for people who believe. . And [beware of] the Day when the Trumpet will be blown, and all those who are in the heavens and on earth will be horrified except whom Allah wills[28], and all will come to Him, fully humbled. . You will see the mountains, thinking them firmly fixed[29], but they will be moving like clouds – such is the design of Allah, Who has perfected everything. Indeed, He is All-Aware of what you do."
410,هل يجوز معاملة أهل الكتاب بالبر والحسنى؟,Is it permissible to treat People of the Book kindly?,5:4-5,1,5,4,5,يسألونك ماذا أحل لهم قل أحل لكم الطيبات وما علمتم من الجوارح مكلبين تعلمونهن مما علمكم الله فكلوا مما أمسكن عليكم واذكروا اسم الله عليه واتقوا الله إن الله سريع الحساب. اليوم أحل لكم الطيبات وطعام الذين أوتوا الكتاب حل لكم وطعامكم حل لهم والمحصنات من المؤمنات والمحصنات من الذين أوتوا الكتاب من قبلكم إذا آتيتموهن أجورهن محصنين غير مسافحين ولا متخذي أخدان ومن يكفر بالإيمان فقد حبط عمله وهو في الآخرة من الخاسرين.,"They ask you [O Prophet] what is lawful to them. Say, “All good things[8] are lawful for you, and that which is caught by your trained hunting animals and birds of prey[9], training them as Allah has taught you. Eat what they catch for you, but mention the name of Allah upon it.” And fear Allah, for Allah is swift in reckoning. . Today all good things have been made lawful to you. As the food of the people of the Book is lawful to you, and your food is lawful to them. And [it is lawful to marry] chaste believing women and chaste women from among those who were given the Book before you, provided that you give them their dowries[10] in honest wedlock, neither fornicating nor taking them as secret lovers. Whoever rejects the faith, all his efforts will be worthless and in the Hereafter he will be among the losers."
410,هل يجوز معاملة أهل الكتاب بالبر والحسنى؟,Is it permissible to treat People of the Book kindly?,5:82-86,1,5,82,86,لتجدن أشد الناس عداوة للذين آمنوا اليهود والذين أشركوا ولتجدن أقربهم مودة للذين آمنوا الذين قالوا إنا نصارى ذلك بأن منهم قسيسين ورهبانا وأنهم لا يستكبرون. وإذا سمعوا ما أنزل إلى الرسول ترى أعينهم تفيض من الدمع مما عرفوا من الحق يقولون ربنا آمنا فاكتبنا مع الشاهدين. وما لنا لا نؤمن بالله وما جاءنا من الحق ونطمع أن يدخلنا ربنا مع القوم الصالحين. فأثابهم الله بما قالوا جنات تجري من تحتها الأنهار خالدين فيها وذلك جزاء المحسنين. والذين كفروا وكذبوا بآياتنا أولئك أصحاب الجحيم.,"You will surely find that the most hostile people towards the believers are the Jews and those who associate partners with Allah, and you will surely find that the closest of them in affection to the believers are those who say, “We are Christians.” That is because among them are priests and monks[61], and they are not arrogant. . When they hear what has been sent down to the Messenger, you see their eyes overflowing with tears because of recognizing the truth. They say, “Our Lord, we believe, so record us among those who testify [to the truth]. . Why should we not believe in Allah and the truth that has come to us? And we hope that our Lord will include us in the company of the righteous people.” . So Allah rewarded them for what they said with gardens under which rivers flow, abiding therein forever. Such is the reward of those who do good. . But those who disbelieve and reject Our signs, they are the people of the Blazing Fire."
410,هل يجوز معاملة أهل الكتاب بالبر والحسنى؟,Is it permissible to treat People of the Book kindly?,60:8-9,1,60,8,9,لا ينهاكم الله عن الذين لم يقاتلوكم في الدين ولم يخرجوكم من دياركم أن تبروهم وتقسطوا إليهم إن الله يحب المقسطين. إنما ينهاكم الله عن الذين قاتلوكم في الدين وأخرجوكم من دياركم وظاهروا على إخراجكم أن تولوهم ومن يتولهم فأولئك هم الظالمون.,"Allah does not forbid you from being kind and just to those who did not fight against you nor did they drive you out of your homes. Indeed, Allah loves those who are just. . Allah only forbids you from taking as allies those who fought against you on account of your religion and drove you out of your homes or helped others in driving you out. Whoever takes them as allies, it is they who are the wrongdoers."
411,هل لم يتغير أي حرف من القرآن؟,Has not a single letter of the Qur’an changed?,10:15-17,1,10,15,17,وإذا تتلى عليهم آياتنا بينات قال الذين لا يرجون لقاءنا ائت بقرآن غير هذا أو بدله قل ما يكون لي أن أبدله من تلقاء نفسي إن أتبع إلا ما يوحى إلي إني أخاف إن عصيت ربي عذاب يوم عظيم. قل لو شاء الله ما تلوته عليكم ولا أدراكم به فقد لبثت فيكم عمرا من قبله أفلا تعقلون. فمن أظلم ممن افترى على الله كذبا أو كذب بآياته إنه لا يفلح المجرمون.,"When Our verses are recited to them clearly, those who do not expect to meet Us say, “Bring us a different Qur’an, or make changes in it[19].” Say, “It is not for me to change it on my own accord; I only follow what is revealed to me. If I were to disobey my Lord, I fear the punishment of a momentous Day.” . Say, “If Allah had willed, I would not have recited it to you, nor would He have made it known to you. I have spent a lifetime[20] among you before this. Do you not then understand?” . Who does greater wrong than he who fabricates lies against Allah or rejects His verses? Indeed, the wicked will never succeed."
411,هل لم يتغير أي حرف من القرآن؟,Has not a single letter of the Qur’an changed?,15:1-9,1,15,1,9,الر تلك آيات الكتاب وقرآن مبين. ربما يود الذين كفروا لو كانوا مسلمين. ذرهم يأكلوا ويتمتعوا ويلههم الأمل فسوف يعلمون. وما أهلكنا من قرية إلا ولها كتاب معلوم. ما تسبق من أمة أجلها وما يستأخرون. وقالوا يا أيها الذي نزل عليه الذكر إنك لمجنون. لو ما تأتينا بالملائكة إن كنت من الصادقين. ما ننزل الملائكة إلا بالحق وما كانوا إذا منظرين. إنا نحن نزلنا الذكر وإنا له لحافظون.,"Alif Lām Ra[1]. These are the verses of the Book and a clear Qur’an. . The disbelievers will soon[2] wish that they were Muslims. . Let them eat and enjoy themselves and be diverted with false hope; they will come to know. . We never destroyed any town except that it had a destined time. . No nation can advance its appointed time, nor can they delay it. . They say, “O you to whom the Reminder has been sent down, You are surely insane[3]! . Why do you not bring us the angels, if you are truthful?” . We do not send down the angels except for a just cause, and then [the disbelievers] would be granted no respite[4]. . It is We Who have sent down the Reminder[5], and it is We Who will preserve it[6]."
411,هل لم يتغير أي حرف من القرآن؟,Has not a single letter of the Qur’an changed?,41:40-44,1,41,40,44,إن الذين يلحدون في آياتنا لا يخفون علينا أفمن يلقى في النار خير أم من يأتي آمنا يوم القيامة اعملوا ما شئتم إنه بما تعملون بصير. إن الذين كفروا بالذكر لما جاءهم وإنه لكتاب عزيز. لا يأتيه الباطل من بين يديه ولا من خلفه تنزيل من حكيم حميد. ما يقال لك إلا ما قد قيل للرسل من قبلك إن ربك لذو مغفرة وذو عقاب أليم. ولو جعلناه قرآنا أعجميا لقالوا لولا فصلت آياته أأعجمي وعربي قل هو للذين آمنوا هدى وشفاء والذين لا يؤمنون في آذانهم وقر وهو عليهم عمى أولئك ينادون من مكان بعيد.,"Those who seek to cause deviation in Our verses[16] are not hidden from Us. Is one who will be cast into the Fire better or one who will come safely on the Day of Resurrection? Do whatever you wish, for He is All-Seeing of what you do. . Those who disbelieve in the Reminder[17] when it comes to them [will be punished], for it is truly a mighty Book[18]. . No falsehood can approach it from the front or from behind; a revelation from the One Who is All-Wise, Praiseworthy. . Nothing is said to you [O Prophet] except what was already said to the messengers before you. Indeed, your Lord is All-Forgiving, but Severe in punishment. . If We had made it a non-Arabic Qur’an, they would have said, “If only its verses were made clear? What! A non-Arabic [book] and an Arab [messenger]?” Say, “It is a guidance and healing for those who believe. As for those who do not believe, there is deafness in their ears and they are blind to [understand] it – it is as if they are being called from a far-off place[19].”"
411,هل لم يتغير أي حرف من القرآن؟,Has not a single letter of the Qur’an changed?,75:16-19,1,75,16,19,لا تحرك به لسانك لتعجل به. إن علينا جمعه وقرآنه. فإذا قرأناه فاتبع قرآنه. ثم إن علينا بيانه.,"Do not move your tongue [O Prophet] in haste trying to memorize it. . It is upon Us to make you memorize and recite it. . Then when We recite it [through Gabriel], follow its recitation attentively; . then it is upon Us to explain its meanings."
412,لماذا لم يساوِ الإسلام بين الرجل والمرأة في الشهادة ...؟,Why does Islam not equate men’s and women’s testimony in court?,2:282-283,1,2,282,283,يا أيها الذين آمنوا إذا تداينتم بدين إلى أجل مسمى فاكتبوه وليكتب بينكم كاتب بالعدل ولا يأب كاتب أن يكتب كما علمه الله فليكتب وليملل الذي عليه الحق وليتق الله ربه ولا يبخس منه شيئا فإن كان الذي عليه الحق سفيها أو ضعيفا أو لا يستطيع أن يمل هو فليملل وليه بالعدل واستشهدوا شهيدين من رجالكم فإن لم يكونا رجلين فرجل وامرأتان ممن ترضون من الشهداء أن تضل إحداهما فتذكر إحداهما الأخرى ولا يأب الشهداء إذا ما دعوا ولا تسأموا أن تكتبوه صغيرا أو كبيرا إلى أجله ذلكم أقسط عند الله وأقوم للشهادة وأدنى ألا ترتابوا إلا أن تكون تجارة حاضرة تديرونها بينكم فليس عليكم جناح ألا تكتبوها وأشهدوا إذا تبايعتم ولا يضار كاتب ولا شهيد وإن تفعلوا فإنه فسوق بكم واتقوا الله ويعلمكم الله والله بكل شيء عليم. وإن كنتم على سفر ولم تجدوا كاتبا فرهان مقبوضة فإن أمن بعضكم بعضا فليؤد الذي اؤتمن أمانته وليتق الله ربه ولا تكتموا الشهادة ومن يكتمها فإنه آثم قلبه والله بما تعملون عليم.,"O you who believe, when you contract a debt among yourselves for a fixed period of time, write it down, and let the scribe write it between you with fairness. The scribe whom Allah has taught should not refuse to write, so let him write, and let the debtor dictate, but he should fear Allah his Lord, and not diminish anything out of it. If the debtor is feeble-minded, weak, or unable to dictate, then let his guardian dictate fairly, and bring two witnesses from among your men; if two men are not available, then one man and two women from those whom you accept as witnesses – so that if one of them forgets, the other can remind her. The witnesses should not refuse when they are summoned. Do not be reluctant to write down your debts, whether the amount is small or large, for a fixed period of time; that is more equitable in the sight of Allah, and more supportive as evidence, and more likely to prevent doubts among yourselves. However, if you are conducting a transaction on the spot between yourselves, there is no blame upon you not to write it, but take witnesses whenever you trade with one another. Neither a scribe nor a witness should suffer harm, for if you do cause them harm, it is indeed a sin on your part. So fear Allah, for it is Allah Who teaches you, and Allah is All-Knowing of everything[172]. . If you are on a journey and find no scribe, then something should be taken as collateral. But if you trust one another, then the debtor should fulfill his trust, and let him fear Allah, his Lord. Do not conceal the testimony, for anyone who conceals it has a sinful heart, and Allah is All-Knowing of what you do."
413,هل يجوز سبي النساء واسترقاقهن كما تفعله ...؟,Is enslaving women permissible as some extremist groups claim?,2:49-52,1,2,49,52,وإذ نجيناكم من آل فرعون يسومونكم سوء العذاب يذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم. وإذ فرقنا بكم البحر فأنجيناكم وأغرقنا آل فرعون وأنتم تنظرون. وإذ واعدنا موسى أربعين ليلة ثم اتخذتم العجل من بعده وأنتم ظالمون. ثم عفونا عنكم من بعد ذلك لعلكم تشكرون.,"And [remember] when We saved you from Pharaoh’s people, who were inflicting dreadful torment upon you: slaughtering your sons and sparing your women. That was a great trial from your Lord. . And [remember] when We parted the sea for you and saved you, while We drowned the people of Pharaoh while you were looking on. . And [remember] when We appointed for Moses forty nights. Then you took the calf [for worship] in his absence, while you were wrongdoers. . Yet We pardoned you after that, so that you may be grateful."
413,هل يجوز سبي النساء واسترقاقهن كما تفعله ...؟,Is enslaving women permissible as some extremist groups claim?,7:141-141,1,7,141,141,وإذ أنجيناكم من آل فرعون يسومونكم سوء العذاب يقتلون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم.,"And [remember] when We saved you from the people of Pharaoh, who were afflicting you with the worst punishment – killing your sons and sparing your women. That was a great trial from your Lord."
413,هل يجوز سبي النساء واسترقاقهن كما تفعله ...؟,Is enslaving women permissible as some extremist groups claim?,14:5-8,1,14,5,8,ولقد أرسلنا موسى بآياتنا أن أخرج قومك من الظلمات إلى النور وذكرهم بأيام الله إن في ذلك لآيات لكل صبار شكور. وإذ قال موسى لقومه اذكروا نعمة الله عليكم إذ أنجاكم من آل فرعون يسومونكم سوء العذاب ويذبحون أبناءكم ويستحيون نساءكم وفي ذلكم بلاء من ربكم عظيم. وإذ تأذن ربكم لئن شكرتم لأزيدنكم ولئن كفرتم إن عذابي لشديد. وقال موسى إن تكفروا أنتم ومن في الأرض جميعا فإن الله لغني حميد.,"We sent Moses with Our signs [saying], “Bring your people out of the depths of darkness into the light, and remind them of Allah’s days[4]. Indeed, there are signs in this for every patient and grateful person. . And [remember] when Moses said to his people, “Remember Allah’s favor upon you when He saved you from Pharaoh’s people who were inflicting upon you the worst torment, slaughtering your sons and keeping your women alive; that was a great trial from your Lord. . And [remember] when your Lord declared, ‘If you are grateful, I will surely give you more; but if you are ungrateful, My punishment is severe indeed.’” . And Moses said, “If you and all those who are on earth were to disbelieve, indeed Allah is Self-Sufficient, Praiseworthy.”"
414,لماذا لا يكتفي المسلمون بالقرآن الكريم ويلجأون للسنة أيضاً؟,Why don’t Muslims rely solely on the Qur’an and disregard the Sunnah?,2:151-153,1,2,151,153,كما أرسلنا فيكم رسولا منكم يتلو عليكم آياتنا ويزكيكم ويعلمكم الكتاب والحكمة ويعلمكم ما لم تكونوا تعلمون. فاذكروني أذكركم واشكروا لي ولا تكفرون. يا أيها الذين آمنوا استعينوا بالصبر والصلاة إن الله مع الصابرين.,"Just as We have sent you a messenger from among you, reciting to you Our verses, purifying you, and teaching you the Book and Wisdom[65], and teaching you what you did not know. . Therefore remember Me; I will remember you[66]. Be grateful to Me, and do not be ungrateful. . O you who believe, seek help in patience and prayer, for Allah is with those who are patient[67]."
414,لماذا لا يكتفي المسلمون بالقرآن الكريم ويلجأون للسنة أيضاً؟,Why don’t Muslims rely solely on the Qur’an and disregard the Sunnah?,3:31-32,1,3,31,32,قل إن كنتم تحبون الله فاتبعوني يحببكم الله ويغفر لكم ذنوبكم والله غفور رحيم. قل أطيعوا الله والرسول فإن تولوا فإن الله لا يحب الكافرين.,"Say, “If you love Allah then follow me[13]; Allah will love you and forgive you your sins: for Allah is All-Forgiving, Most Merciful.” . Say, “Obey Allah and the Messenger.” But if they turn away, then Allah does not like the disbelievers."
